Nama pembeli,Tanggal pembelian,Review,Column 4,Rating,Sentimen
diar_kun,2023-09-29 14:32 | Variasi: 1 Bulan,"Fitur Terbaik: bagusSepadan dengan Harga: murahsesuai pesanan, semoga tidak ada masalah","diar_kun2023-09-29 14:32 | Variasi: 1 BulanFitur Terbaik: bagusSepadan dengan Harga: murahsesuai pesanan, semoga tidak ada masalahMembantu?Laporkan Penyalahgunaan",5,Positif
amrunhore,2023-04-25 16:26 | Variasi: 1 Bulan,Fitur Terbaik: cgpt 4 nikmat kalo yg lain nganggurSepadan dengan Harga: worthy la yaUntuk explore dan coba2 firur is good. Jika untuk beli serius memang private aja. Btw good buat odong,amrunhore2023-04-25 16:26 | Variasi: 1 BulanFitur Terbaik: cgpt 4 nikmat kalo yg lain nganggurSepadan dengan Harga: worthy la yaUntuk explore dan coba2 firur is good. Jika untuk beli serius memang private aja. Btw good buat odong2Membantu?Laporkan Penyalahgunaan,5,Positif
nazihahyra,2023-06-30 08:20 | Variasi: 1 Bulan,"Sepadan dengan Harga: ✔Fitur Terbaik: ✔BAGUS BANGEEET, fastrespon dan tidak berbelit","nazihahyra2023-06-30 08:20 | Variasi: 1 BulanSepadan dengan Harga: ✔Fitur Terbaik: ✔BAGUS BANGEEET, fastrespon dan tidak berbelitMembantu?Laporkan Penyalahgunaan",5,Positif
,2023-12-27 13:46 | Variasi: 3 Bulan,Beli 3 bulan tapi baru 1 bulan udh ga bisa dipake. Di chat ga ada respon sama sekali,g*****e2023-12-27 13:46 | Variasi: 3 BulanBeli 3 bulan tapi baru 1 bulan udh ga bisa dipake. Di chat ga ada respon sama sekali2Laporkan Penyalahgunaan,5,Positif
mirfanj01052016,2023-07-14 05:45 | Variasi: 1 Bulan,"Fitur Terbaik: Sangat baik 🤠Sepadan dengan Harga: Sangat sepadan dengan harganya 😁Pelayanan bagus, cepat, dan sangat baik. Lanjutkan guys 😁🙏","mirfanj010520162023-07-14 05:45 | Variasi: 1 BulanFitur Terbaik: Sangat baik 🤠Sepadan dengan Harga: Sangat sepadan dengan harganya 😁Pelayanan bagus, cepat, dan sangat baik. Lanjutkan guys 😁🙏Membantu?Laporkan Penyalahgunaan",5,Positif
,2023-07-07 10:00 | Variasi: 1 Bulan,Sepadan dengan Harga: bestFitur Terbaik: bestLupa kasih nilai padahal fast respond banget!!,n*****e2023-07-07 10:00 | Variasi: 1 BulanSepadan dengan Harga: bestFitur Terbaik: bestLupa kasih nilai padahal fast respond banget!!Membantu?Laporkan Penyalahgunaan,5,Positif
,2024-09-06 15:58 | Variasi: 1 Bulan,"Fungsi: berfungsi dengan baikPenggunaan: sangat membantuSemuanya berjalan dengan baik, terima kasih penjual","t*****k2024-09-06 15:58 | Variasi: 1 BulanFungsi: berfungsi dengan baikPenggunaan: sangat membantuSemuanya berjalan dengan baik, terima kasih penjualMembantu?Laporkan Penyalahgunaan",5,Positif
,2024-10-08 21:07 | Variasi: 1 Bulan,Fungsi: berfungsi dengan baikPenggunaan: sangat membantuRespon penjual ramah dan quick respon,k*****72024-10-08 21:07 | Variasi: 1 BulanFungsi: berfungsi dengan baikPenggunaan: sangat membantuRespon penjual ramah dan quick responMembantu?Laporkan Penyalahgunaan,5,Positif
,2024-09-07 11:18 | Variasi: 1 Bulan,Fungsi: baikDesain: mudah di pahamiPenggunaan: membantuBarang sudah diterima dengan baik pengiriman cepat harga murah masih budget pelajar cukup,i*****o2024-09-07 11:18 | Variasi: 1 BulanFungsi: baikDesain: mudah di pahamiPenggunaan: membantuBarang sudah diterima dengan baik pengiriman cepat harga murah masih budget pelajar cukupMembantu?Laporkan Penyalahgunaan,5,Positif
rohmahagengmursita11,2023-12-25 22:59 | Variasi: Lifetime,Mantap bisa dipakai meskipun banyak orang dan harus selalu chat admin jika ada kendala daan direspon baik oleh admin. Cuman saya yg biasa kerja saampai malam jd harus chat admin terus,rohmahagengmursita112023-12-25 22:59 | Variasi: LifetimeMantap bisa dipakai meskipun banyak orang dan harus selalu chat admin jika ada kendala daan direspon baik oleh admin. Cuman saya yg biasa kerja saampai malam jd harus chat admin terusMembantu?Laporkan Penyalahgunaan,5,Positif
,2024-07-02 19:57 | Variasi: 1 Bulan,"Fungsi: baca desc produk aja:)Desain: simpel n mudah dipahamiPenggunaan: sangat membantuProses log in nya mudah, harga murmerrr, tapi sayang ada batasan/limit buat nanya ke AI nya. Selebihnya ok bangett. Thankyou! 0:05","_*****s2024-07-02 19:57 | Variasi: 1 BulanFungsi: baca desc produk aja:)Desain: simpel n mudah dipahamiPenggunaan: sangat membantuProses log in nya mudah, harga murmerrr, tapi sayang ada batasan/limit buat nanya ke AI nya. Selebihnya ok bangett. Thankyou! 0:058Laporkan Penyalahgunaan",4,Positif
nurfebrianasari,2024-05-28 20:45 | Variasi: 1 Bulan,Fungsi: baikDesain: baikPenggunaan: baikPacking rapi aman dan terkendali.  Pengiriman lancar jaya sampai ke Belitung.  Paket lengkap tak kurang satu pun.  Ma'af fotonya beda.  Thanks to seller.  Thanks to shoppe.  Berkah ya buat kita swmua.  Aamiin,nurfebrianasari2024-05-28 20:45 | Variasi: 1 BulanFungsi: baikDesain: baikPenggunaan: baikPacking rapi aman dan terkendali.  Pengiriman lancar jaya sampai ke Belitung.  Paket lengkap tak kurang satu pun.  Ma'af fotonya beda.  Thanks to seller.  Thanks to shoppe.  Berkah ya buat kita swmua.  AamiinMembantu?Laporkan Penyalahgunaan,4,Positif
pramudyoprim,2024-02-28 23:42 | Variasi: 1 Bulan,"Baru dipakai 1x sudah antri 3jam. Penjual di hubungi berkali kali namun tidak ada respon dan solusi. Bukan tentang nominalnya, namun pada diskripsi tertulis jika ada kendala hubungi penjual, namun tidak ada rspon juga.","pramudyoprim2024-02-28 23:42 | Variasi: 1 BulanBaru dipakai 1x sudah antri 3jam. Penjual di hubungi berkali kali namun tidak ada respon dan solusi. Bukan tentang nominalnya, namun pada diskripsi tertulis jika ada kendala hubungi penjual, namun tidak ada rspon juga.3Laporkan Penyalahgunaan",4,Positif
thyo.bloye,2023-06-11 14:27 | Variasi: 1 Bulan,"GPT 4 nya sharing sama user lain, kalo beruntung bisa search 1 - 2x aja per 3 jam Kalo lagi sial, bisa seharian ga dapet gpt4 Tapi dapet gpt 3,5 + response lebih cepet udah worth it sih","thyo.bloye2023-06-11 14:27 | Variasi: 1 BulanGPT 4 nya sharing sama user lain, kalo beruntung bisa search 1 - 2x aja per 3 jam Kalo lagi sial, bisa seharian ga dapet gpt4 Tapi dapet gpt 3,5 + response lebih cepet udah worth it sih1Laporkan Penyalahgunaan",4,Positif
,2023-04-03 14:32 | Variasi: 3 Bulan,Fitur Terbaik: bermanfaatSeller mau bertanggung jawab… jika akun yang diberi eror dan di ganti,i*****n2023-04-03 14:32 | Variasi: 3 BulanFitur Terbaik: bermanfaatSeller mau bertanggung jawab… jika akun yang diberi eror dan di ganti8Laporkan Penyalahgunaan,4,Positif
toko_risma01,2023-10-10 00:39 | Variasi: 1 Bulan,Sepadan dengan Harga: mantapFitur Terbaik: okebanguss wes pokoknya mantap ajep ajep lah yaw sip poll,toko_risma012023-10-10 00:39 | Variasi: 1 BulanSepadan dengan Harga: mantapFitur Terbaik: okebanguss wes pokoknya mantap ajep ajep lah yaw sip pollMembantu?Laporkan Penyalahgunaan,4,Positif
rimbasu,2023-05-26 09:42 | Variasi: 1 Bulan,Sepadan dengan Harga: worth it lah walaupun akun sharingFitur Terbaik: ChatGPT ,rimbasu2023-05-26 09:42 | Variasi: 1 BulanSepadan dengan Harga: worth it lah walaupun akun sharingFitur Terbaik: ChatGPT 4Membantu?Laporkan Penyalahgunaan,4,Positif
,2023-10-14 22:19 | Variasi: 1 Bulan,"Sepadan dengan Harga: maybeFitur Terbaik: ya begitu lahbagus sih tapi buat orang yang pake chat gpt sewajarnya, kalo pakenya intens kurang recomended soalnya dipake orang banyak jadi kadang pas pake tb tb history chatnya direset jadi ilang semua chat kita, trus kadang kena limit jadi dibalikin ke chat gpt 3 trus besok baru bisa gpt 4 lagi","a*****e2023-10-14 22:19 | Variasi: 1 BulanSepadan dengan Harga: maybeFitur Terbaik: ya begitu lahbagus sih tapi buat orang yang pake chat gpt sewajarnya, kalo pakenya intens kurang recomended soalnya dipake orang banyak jadi kadang pas pake tb tb history chatnya direset jadi ilang semua chat kita, trus kadang kena limit jadi dibalikin ke chat gpt 3 trus besok baru bisa gpt 4 lagi4Laporkan Penyalahgunaan",4,Positif
,2024-11-01 15:00 | Variasi: 1 Bulan,"Asli penjual slow respon banget, sampai mau satu hari aku nungguin 0:0","s*****52024-11-01 15:00 | Variasi: 1 BulanAsli penjual slow respon banget, sampai mau satu hari aku nungguin 0:04Membantu?Laporkan Penyalahgunaan",4,Positif
muhammad.hamid,2023-10-26 22:23 | Variasi: 1 Bulan,"Fitur Terbaik: sungguh ini pertama kali kasih rating rendahSepadan dengan Harga: lebih ke ngga bisa di gunakan sih,udah nyoba banyak di kasih pilihan tapi ngga berfungsi","muhammad.hamid2023-10-26 22:23 | Variasi: 1 BulanFitur Terbaik: sungguh ini pertama kali kasih rating rendahSepadan dengan Harga: lebih ke ngga bisa di gunakan sih,udah nyoba banyak di kasih pilihan tapi ngga berfungsiMembantu?Laporkan Penyalahgunaan",4,Positif
iqbal_bachtiar96,2023-10-26 13:53 | Variasi: 1 Bulan,Sepadan dengan Harga: lumayanFitur Terbaik: gpt 4Terima kasih barangnya bisa digunakan walaupun kadang sering² bermasalah tapi pihak penjual mau tanggung jawab.,iqbal_bachtiar962023-10-26 13:53 | Variasi: 1 BulanSepadan dengan Harga: lumayanFitur Terbaik: gpt 4Terima kasih barangnya bisa digunakan walaupun kadang sering² bermasalah tapi pihak penjual mau tanggung jawab.Membantu?Laporkan Penyalahgunaan,4,Positif
shilajit,2023-08-02 00:33 | Variasi: 1 Bulan,"Hati Hati It's model is of account sharing, most of the times gpt 4 will be unavailable to use due to many people using at a time and exceeding the usage cap, better use the free version and save your time and money!Update PenilaianIt's good 1","shilajit2023-08-02 00:33 | Variasi: 1 BulanHati Hati It's model is of account sharing, most of the times gpt 4 will be unavailable to use due to many people using at a time and exceeding the usage cap, better use the free version and save your time and money!Update PenilaianIt's good 13Laporkan Penyalahgunaan",4,Positif
,2024-01-30 19:40 | Variasi: 1 Bulan,"beli untuk 1 bulan, baru 2 minggu sudah ke lock, mana seller respon lemot, tidak rekomen","e*****n2024-01-30 19:40 | Variasi: 1 Bulanbeli untuk 1 bulan, baru 2 minggu sudah ke lock, mana seller respon lemot, tidak rekomenMembantu?Laporkan Penyalahgunaan",4,Positif
_orvtdx_jp,2024-03-07 18:05 | Variasi: 1 Bulan,"40 pesan/3 jam, jd kadang perlu nunggu dulu buat paks gpt4 nya","_orvtdx_jp2024-03-07 18:05 | Variasi: 1 Bulan40 pesan/3 jam, jd kadang perlu nunggu dulu buat paks gpt4 nyaMembantu?Laporkan Penyalahgunaan",4,Positif
,2023-08-30 11:55 | Variasi: 1 Bulan,Terlalu banyak user jadi kadang error karena antre pakainya,a*****y2023-08-30 11:55 | Variasi: 1 BulanTerlalu banyak user jadi kadang error karena antre pakainyaMembantu?Laporkan Penyalahgunaan,4,Positif
,2023-06-14 05:43 | Variasi: 1 Bulan,"akun sharingnya sudah terlalu banyak yg pakai, jadi tidak optimal susah untuk digunakan.","1*****d2023-06-14 05:43 | Variasi: 1 Bulanakun sharingnya sudah terlalu banyak yg pakai, jadi tidak optimal susah untuk digunakan.2Laporkan Penyalahgunaan",4,Positif
verdy7892,2023-07-27 05:08 | Variasi: 1 Bulan,"Semoga sesuai dengan deskripsi lah, awet tidak ada gangguan 0:04","verdy78922023-07-27 05:08 | Variasi: 1 BulanSemoga sesuai dengan deskripsi lah, awet tidak ada gangguan 0:041Laporkan Penyalahgunaan",4,Positif
,2023-03-22 02:13 | Variasi: 1 Bulan,"kadang nd kebagian pake(lebih sering), kalau mau mending private aja","l*****x2023-03-22 02:13 | Variasi: 1 Bulankadang nd kebagian pake(lebih sering), kalau mau mending private aja7Laporkan Penyalahgunaan",4,Positif
7hsr34p3w1,2024-06-04 10:44 | Variasi: 1 Bulan,Berbahasa korea. Kurang faham bahasanya,7hsr34p3w12024-06-04 10:44 | Variasi: 1 BulanBerbahasa korea. Kurang faham bahasanyaMembantu?Laporkan Penyalahgunaan,4,Positif
rksakti,2024-01-27 11:13 | Variasi: 1 Bulan,Sesuai dengan harga siy.. agak terhambat,rksakti2024-01-27 11:13 | Variasi: 1 BulanSesuai dengan harga siy.. agak terhambatMembantu?Laporkan Penyalahgunaan,4,Positif
abbah_ghanim,2023-12-20 08:20 | Variasi: 1 Bulan,Karena sharing akun jdinya mesti cepet2an makeknya.. oke sih,abbah_ghanim2023-12-20 08:20 | Variasi: 1 BulanKarena sharing akun jdinya mesti cepet2an makeknya.. oke sihMembantu?Laporkan Penyalahgunaan,4,Positif
robiartarch,2024-02-17 22:14 | Variasi: 1 Bulan,"Ga unlimited, gk bisa terpakai karena udah di ambil duluan sama yang lain","robiartarch2024-02-17 22:14 | Variasi: 1 BulanGa unlimited, gk bisa terpakai karena udah di ambil duluan sama yang lainMembantu?Laporkan Penyalahgunaan",4,Positif
awalbahasoan,2024-01-02 11:15 | Variasi: Lifetime,"Bagus, namun kebijakan chat gpt premium membatasi pertanyaan menjadikan akun bersama      terbatas pada jam jam tertentu. Berharap setiap akun premium dibatasi juga orangnya mungkin 10 orang per akun","awalbahasoan2024-01-02 11:15 | Variasi: LifetimeBagus, namun kebijakan chat gpt premium membatasi pertanyaan menjadikan akun bersama      terbatas pada jam jam tertentu. Berharap setiap akun premium dibatasi juga orangnya mungkin 10 orang per akunMembantu?Laporkan Penyalahgunaan",4,Positif
,2024-06-16 23:15 | Variasi: 1 Bulan,"bukan chatgpt tapi chatbotapp.ai, gpp lah setidaknya bisa milih gpt4o, sayangnya sepertinya tidak bisa upload dokumen seperti di chatgpt openai","s*****t2024-06-16 23:15 | Variasi: 1 Bulanbukan chatgpt tapi chatbotapp.ai, gpp lah setidaknya bisa milih gpt4o, sayangnya sepertinya tidak bisa upload dokumen seperti di chatgpt openaiMembantu?Laporkan Penyalahgunaan",4,Positif
samuel7up,2023-03-30 07:07 | Variasi: 1 Bulan,Tidak pernah bisa di gunakan selalu error,samuel7up2023-03-30 07:07 | Variasi: 1 BulanTidak pernah bisa di gunakan selalu error2Laporkan Penyalahgunaan,4,Positif
,2023-12-01 03:32 | Variasi: 1 Bulan,"Bagus dan bisa langsung digunakan, mungkin karena akun nya sharing atau faktor lainnya jadi pengguna terbatas 40 chat / 3 jam🤔🤔  Lagi semangat2 nya eh uda ngak bs lagi","b*****i2023-12-01 03:32 | Variasi: 1 BulanBagus dan bisa langsung digunakan, mungkin karena akun nya sharing atau faktor lainnya jadi pengguna terbatas 40 chat / 3 jam🤔🤔  Lagi semangat2 nya eh uda ngak bs lagiMembantu?Laporkan Penyalahgunaan",4,Positif
vixiestshop,2023-08-15 12:23 | Variasi: 1 Bulan,Berfungsi dengan Baik.,vixiestshop2023-08-15 12:23 | Variasi: 1 BulanBerfungsi dengan Baik.Membantu?Laporkan Penyalahgunaan,4,Positif
jacktrezer,2023-12-13 09:34 | Variasi: 1 Bulan,Tidak lifetime untuk chat GPT Plus nya..,jacktrezer2023-12-13 09:34 | Variasi: 1 BulanTidak lifetime untuk chat GPT Plus nya..Membantu?Laporkan Penyalahgunaan,4,Positif
,2024-01-28 19:17 | Variasi: 1 Bulan,"Respon penjual agak lama, gptnya bisa dipake","d*****_2024-01-28 19:17 | Variasi: 1 BulanRespon penjual agak lama, gptnya bisa dipakeMembantu?Laporkan Penyalahgunaan",4,Positif
chalfrost,2024-01-31 07:56 | Variasi: 1 Bulan,Meskipun kadng limit tapi bagus,chalfrost2024-01-31 07:56 | Variasi: 1 BulanMeskipun kadng limit tapi bagusMembantu?Laporkan Penyalahgunaan,4,Positif
1_suryadarma_1,2023-07-19 07:57 | Variasi: 1 Bulan,Nice,1_suryadarma_12023-07-19 07:57 | Variasi: 1 BulanNiceMembantu?Laporkan Penyalahgunaan,4,Positif
fitriaaridsa,2024-05-28 06:50 | Variasi: 1 Bulan,Fungsi: baikDesain: kerenPenggunaan: lumayan,fitriaaridsa2024-05-28 06:50 | Variasi: 1 BulanFungsi: baikDesain: kerenPenggunaan: lumayanMembantu?Laporkan Penyalahgunaan,4,Positif
,2024-05-13 03:32 | Variasi: 3 Bulan,Kena limit terus ampun deh,x*****52024-05-13 03:32 | Variasi: 3 BulanKena limit terus ampun dehMembantu?Laporkan Penyalahgunaan,4,Positif
,2023-09-03 17:09 | Variasi: 1 Bulan,"harus sabar, bnyk yang pke","i*****c2023-09-03 17:09 | Variasi: 1 Bulanharus sabar, bnyk yang pkeMembantu?Laporkan Penyalahgunaan",4,Positif
nxxfl90_kp,2024-09-27 01:45 | Variasi: 1 Bulan,Dri chat bot ai,nxxfl90_kp2024-09-27 01:45 | Variasi: 1 BulanDri chat bot aiMembantu?Laporkan Penyalahgunaan,4,Positif
humamrh,2024-01-12 22:29 | Variasi: 1 Bulan,Katanya lifetime penipuUpdate PenilaianBaik,humamrh2024-01-12 22:29 | Variasi: 1 BulanKatanya lifetime penipuUpdate PenilaianBaikMembantu?Laporkan Penyalahgunaan,4,Positif
1_suryadarma_1,2023-07-19 07:57 | Variasi: 1 Bulan,Nice,1_suryadarma_12023-07-19 07:57 | Variasi: 1 BulanNiceMembantu?Laporkan Penyalahgunaan,4,Positif
fitriaaridsa,2024-05-28 06:50 | Variasi: 1 Bulan,Fungsi: baikDesain: kerenPenggunaan: lumayan,fitriaaridsa2024-05-28 06:50 | Variasi: 1 BulanFungsi: baikDesain: kerenPenggunaan: lumayanMembantu?Laporkan Penyalahgunaan,4,Positif
,2024-05-13 03:32 | Variasi: 3 Bulan,Kena limit terus ampun deh,x*****52024-05-13 03:32 | Variasi: 3 BulanKena limit terus ampun dehMembantu?Laporkan Penyalahgunaan,4,Positif
,2023-09-03 17:09 | Variasi: 1 Bulan,"harus sabar, bnyk yang pke","i*****c2023-09-03 17:09 | Variasi: 1 Bulanharus sabar, bnyk yang pkeMembantu?Laporkan Penyalahgunaan",4,Positif
nxxfl90_kp,2024-09-27 01:45 | Variasi: 1 Bulan,Dri chat bot ai,nxxfl90_kp2024-09-27 01:45 | Variasi: 1 BulanDri chat bot aiMembantu?Laporkan Penyalahgunaan,4,Positif
humamrh,2024-01-12 22:29 | Variasi: 1 Bulan,Katanya lifetime penipuUpdate PenilaianBaik,humamrh2024-01-12 22:29 | Variasi: 1 BulanKatanya lifetime penipuUpdate PenilaianBaikMembantu?Laporkan Penyalahgunaan,4,Positif
,2023-10-22 14:24 | Variasi: 1 Bulan,"Sepadan dengan Harga: risiko sharing account yaa beginilah ... pas bener2 butuh pake, kuotanya udh dihabiskan user lain .. jd hrs nunggu bbrp jam biar bs pake ...Bagusnya chatgpt 4 bs upload gambar, tapi gk terlalu bs diandalkan utk jwb soal etung2an ... dari 7 soal yg dijwb bener cuma 2 wkwkkkk","a*****o2023-10-22 14:24 | Variasi: 1 BulanSepadan dengan Harga: risiko sharing account yaa beginilah ... pas bener2 butuh pake, kuotanya udh dihabiskan user lain .. jd hrs nunggu bbrp jam biar bs pake ...Bagusnya chatgpt 4 bs upload gambar, tapi gk terlalu bs diandalkan utk jwb soal etung2an ... dari 7 soal yg dijwb bener cuma 2 wkwkkkk3Laporkan Penyalahgunaan",3,Negatif
,2024-06-27 06:32 | Variasi: 1 Bulan,Fungsi: baikDesain: baikPenggunaan: sulitAdminnya sulit dihubungi. Pass susah sering gak bisa digunakan saat login,z*****82024-06-27 06:32 | Variasi: 1 BulanFungsi: baikDesain: baikPenggunaan: sulitAdminnya sulit dihubungi. Pass susah sering gak bisa digunakan saat loginMembantu?Laporkan Penyalahgunaan,3,Negatif
sansan.fajrian,2024-05-14 18:36 | Variasi: 1 Bulan,"Murah sih, adminnya balesnya lamaaa, dan cape banget makenya gampang ke limit kayaknya usernya banyak","sansan.fajrian2024-05-14 18:36 | Variasi: 1 BulanMurah sih, adminnya balesnya lamaaa, dan cape banget makenya gampang ke limit kayaknya usernya banyakMembantu?Laporkan Penyalahgunaan",3,Negatif
,2024-07-31 09:41 | Variasi: 1 Bulan,"Sering error baru penggunaan 4 hari langsung error, adminya agak slowres jadi baru beberapa kali kepakai habis tu gabisa dipakai lagi","k*****a2024-07-31 09:41 | Variasi: 1 BulanSering error baru penggunaan 4 hari langsung error, adminya agak slowres jadi baru beberapa kali kepakai habis tu gabisa dipakai lagiMembantu?Laporkan Penyalahgunaan",3,Negatif
ricetea89,2023-10-13 09:45 | Variasi: 3 Bulan,"Yg pro suka kena limited, jadi ujung2 nya pakai yang biasa aja","ricetea892023-10-13 09:45 | Variasi: 3 BulanYg pro suka kena limited, jadi ujung2 nya pakai yang biasa ajaMembantu?Laporkan Penyalahgunaan",3,Negatif
alwanrahmana,2024-02-21 00:26 | Variasi: 1 Bulan,"kebanyakan sharing, limit terus chat gpt 4 nya","alwanrahmana2024-02-21 00:26 | Variasi: 1 Bulankebanyakan sharing, limit terus chat gpt 4 nyaMembantu?Laporkan Penyalahgunaan",3,Negatif
aldinal21,2023-09-29 20:45 | Variasi: 1 Bulan,"mantap, asli, cuma karena ini sharing, jd chatgpt4 nya cepet abis mulu, susah jarang kebagian","aldinal212023-09-29 20:45 | Variasi: 1 Bulanmantap, asli, cuma karena ini sharing, jd chatgpt4 nya cepet abis mulu, susah jarang kebagianMembantu?Laporkan Penyalahgunaan",3,Negatif
alif_ghiffaari,2024-04-21 14:40 | Variasi: 3 Bulan,"Kebanyakan user, admin sepertinya emang sengaja tidak membatasi org yang memiliki share account nya, jadinya tiap 30 menit doang udah limit, nyebelin banget","alif_ghiffaari2024-04-21 14:40 | Variasi: 3 BulanKebanyakan user, admin sepertinya emang sengaja tidak membatasi org yang memiliki share account nya, jadinya tiap 30 menit doang udah limit, nyebelin bangetMembantu?Laporkan Penyalahgunaan",3,Negatif
nov.andrak,2024-06-23 12:09 | Variasi: 3 Bulan,"kecewa, awalnya dikasih yg versi openai tapi cuma seminggu log out sendiri, garansi sih tapi pas minta garansi dikasihnya yg model lain (bukan yg login di web openai) berkali kali lagi admin sangat slow respon dan dilempar ke akun lain yg sama aja slow respon ","nov.andrak2024-06-23 12:09 | Variasi: 3 Bulankecewa, awalnya dikasih yg versi openai tapi cuma seminggu log out sendiri, garansi sih tapi pas minta garansi dikasihnya yg model lain (bukan yg login di web openai) berkali kali lagi admin sangat slow respon dan dilempar ke akun lain yg sama aja slow respon Membantu?Laporkan Penyalahgunaan",3,Negatif
,2023-06-05 18:03 | Variasi: 1 Bulan,"banyak yg make, gabisa pake yg chatgpt4","a*****e2023-06-05 18:03 | Variasi: 1 Bulanbanyak yg make, gabisa pake yg chatgpt41Laporkan Penyalahgunaan",3,Negatif
mad_aldho,2024-09-22 16:58 | Variasi: 3 Bulan,"kirain chat gpt asli ori, eh malah bukan dan slow lagi lambat agak keceea sih gak sesuai","mad_aldho2024-09-22 16:58 | Variasi: 3 Bulankirain chat gpt asli ori, eh malah bukan dan slow lagi lambat agak keceea sih gak sesuaiMembantu?Laporkan Penyalahgunaan",3,Negatif
,2023-07-17 07:37 | Variasi: 1 Bulan,Produk bisa d pakai. Walaupun pelayanan kek s@mph,n*****r2023-07-17 07:37 | Variasi: 1 BulanProduk bisa d pakai. Walaupun pelayanan kek s@mphMembantu?Laporkan Penyalahgunaan,3,Negatif
,2024-09-21 08:16 | Variasi: 1 Bulan,"penjualnya gajelas! chat singkat2 tidak menghargai pembeli samasekali,tidak membantu sama sekali!!!!! ditanya baik2 baru dijawab hari lain!","a*****22024-09-21 08:16 | Variasi: 1 Bulanpenjualnya gajelas! chat singkat2 tidak menghargai pembeli samasekali,tidak membantu sama sekali!!!!! ditanya baik2 baru dijawab hari lain!Membantu?Laporkan Penyalahgunaan",3,Negatif
,2023-12-21 19:24 | Variasi: 1 Bulan,Gk bisa dipakai setiap saat,s*****12023-12-21 19:24 | Variasi: 1 BulanGk bisa dipakai setiap saatMembantu?Laporkan Penyalahgunaan,3,Negatif
diaz_joki,2024-04-20 13:56 | Variasi: 1 Bulan,ribet,diaz_joki2024-04-20 13:56 | Variasi: 1 BulanribetMembantu?Laporkan Penyalahgunaan,3,Negatif
,2024-05-07 12:41 | Variasi: Lifetime,Gak sesuai ekspektasiUpdate Penilaian,z*****h2024-05-07 12:41 | Variasi: LifetimeGak sesuai ekspektasiUpdate PenilaianMembantu?Laporkan Penyalahgunaan,3,Negatif
ciptazain,2024-06-06 10:53 | Variasi: 1 Bulan,seller slow respon,ciptazain2024-06-06 10:53 | Variasi: 1 Bulanseller slow responMembantu?Laporkan Penyalahgunaan,3,Negatif
,2024-03-28 05:11 | Variasi: 3 Bulan,"Tiap hari ganti akun, tiap mau pakai harus minta kode via chat. Balasnya chat seminggu kemudian.","b*****i2024-03-28 05:11 | Variasi: 3 BulanTiap hari ganti akun, tiap mau pakai harus minta kode via chat. Balasnya chat seminggu kemudian.Membantu?Laporkan Penyalahgunaan",3,Negatif
,2024-03-04 06:01 | Variasi: 1 Bulan,slowrespon padahal online,e*****12024-03-04 06:01 | Variasi: 1 Bulanslowrespon padahal onlineMembantu?Laporkan Penyalahgunaan,3,Negatif
,2024-01-14 23:01 | Variasi: 1 Bulan,kebanyakan limit 0:0,t*****a2024-01-14 23:01 | Variasi: 1 Bulankebanyakan limit 0:04Membantu?Laporkan Penyalahgunaan,3,Negatif
yangsorasuptisa,2023-09-07 11:18 | Variasi: 1 Bulan,Fitur Terbaik: ahAh uh,yangsorasuptisa2023-09-07 11:18 | Variasi: 1 BulanFitur Terbaik: ahAh uhMembantu?Laporkan Penyalahgunaan,3,Negatif
,2024-03-04 06:01 | Variasi: 1 Bulan,slowrespon padahal online,e*****12024-03-04 06:01 | Variasi: 1 Bulanslowrespon padahal onlineMembantu?Laporkan Penyalahgunaan,3,Negatif
,2024-01-14 23:01 | Variasi: 1 Bulan,kebanyakan limit 0:0,t*****a2024-01-14 23:01 | Variasi: 1 Bulankebanyakan limit 0:04Membantu?Laporkan Penyalahgunaan,3,Negatif
yangsorasuptisa,2023-09-07 11:18 | Variasi: 1 Bulan,Fitur Terbaik: ahAh uh,yangsorasuptisa2023-09-07 11:18 | Variasi: 1 BulanFitur Terbaik: ahAh uhMembantu?Laporkan Penyalahgunaan,3,Negatif
agung_susanto_18,2023-12-30 19:32 | Variasi: 1 Bulan,"Perlu di perbaiki baik pelayanan ataupun jasa, ribet kalo apa² terjadi kendala, tidak usah pake akun² fake, sgala cara di halalkan. Ada harga ada kualitas.","agung_susanto_182023-12-30 19:32 | Variasi: 1 BulanPerlu di perbaiki baik pelayanan ataupun jasa, ribet kalo apa² terjadi kendala, tidak usah pake akun² fake, sgala cara di halalkan. Ada harga ada kualitas.1Laporkan Penyalahgunaan",2,Negatif
ridhorifal2,2024-07-08 10:40 | Variasi: 3 Bulan,"kurang bngt cuman bisa sekali doanh chatgpt plus after itu kena error di system mulu, admin selalu online tp ga dibales lagi","ridhorifal22024-07-08 10:40 | Variasi: 3 Bulankurang bngt cuman bisa sekali doanh chatgpt plus after itu kena error di system mulu, admin selalu online tp ga dibales lagiMembantu?Laporkan Penyalahgunaan",2,Negatif
rizkysabila07,2024-05-24 09:32 | Variasi: 1 Bulan,"cuma bisa beberapa hari doanggg, ga sampe 5 hariiiiii, pas ditanya juga gaada respon","rizkysabila072024-05-24 09:32 | Variasi: 1 Bulancuma bisa beberapa hari doanggg, ga sampe 5 hariiiiii, pas ditanya juga gaada responMembantu?Laporkan Penyalahgunaan",2,Negatif
